song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP10780,Could list.,Sharon Nichols,Whose.,Pop,2018-09-25,212.0,87,72507975,English,No,Warner Music,Douglas Smith,Alexis Bowers,
SP35858,Site.,Kristina Owens,Newspaper.,Country,2024-05-29,336.0,75,95146903,Korean,Yes,Indie,Matthew Reynolds,Christopher Kidd,Glenn Adams
SP38016,Available card.,Kim Armstrong,Check.,Pop,2003-02-15,154.0,79,72161582,English,Yes,Sony Music,Jasmine Carlson,Debra Garcia,
SP25423,Age deep development.,Andrew Gordon,Military western.,Folk,2008-11-26,209.0,71,59566097,English,Yes,Indie,Gabrielle Moyer,Tiffany Mccullough,
SP36134,Guess outside expect.,Vanessa Mendoza,Image.,Country,2010-08-07,228.0,17,94258731,English,No,Atlantic Records,Miranda Solis,David Moss,
SP13452,Name ahead.,Steven Davis,Box.,Pop,2023-09-25,245.0,30,90611085,English,No,Warner Music,Anthony Crawford,Stephen Gallagher,Darrell Torres
SP4260,Spend without base.,Stephanie Johnson,Bit.,Folk,2020-11-28,135.0,92,29876088,English,No,Atlantic Records,Christian Jordan,Rebecca Watson,
SP39612,Floor their me be.,Rick Christensen,Mind.,Hip-Hop,2005-01-26,233.0,100,59214236,English,No,Atlantic Records,Jermaine Lewis,Kevin Carlson,
SP17249,Instead story.,Susan Edwards,Wonder.,Jazz,2014-01-27,,12,51834068,English,Yes,Def Jam,Chris Johnson,Kristy Landry,
SP28788,Every difficult maybe.,Dr. Benjamin Payne,Treatment physical.,Electronic,2005-06-18,191.0,38,8130134,English,No,Def Jam,Amanda Lopez,Alexis Gonzalez,Donna Mueller
SP5880,State available.,David Branch,Sometimes.,Electronic,2019-11-19,289.0,89,57955364,English,No,Warner Music,Keith Washington,Kenneth Blake MD,
SP2648,Government see.,Melissa Hodge,Hand.,Hip-Hop,2011-01-22,,42,31352825,German,Yes,Atlantic Records,Cheryl Soto,Jonathon Edwards,
SP40536,Receive type different write.,Sheila Ruiz,Side kitchen.,Hip-Hop,2011-09-05,176.0,46,5775793,English,Yes,Universal Music,Cheryl Escobar,Kevin Porter,Carlos Allen
SP19012,Fire.,Alice Mercado,Think.,Pop,1998-07-13,256.0,91,36850968,English,No,Def Jam,Michael Hull,Michael Cox,
SP45356,Exist pass.,Joshua Short,Provide deal.,Electronic,2006-06-06,155.0,14,89260826,Italian,Yes,Sony Music,Hector Gilbert,Melissa Landry,
SP1475,Factor yes full.,Jamie Wilcox,Enough energy.,Hip-Hop,2006-08-02,220.0,53,21098776,English,Yes,Indie,Cody Curry,Morgan Ayala,
SP45558,Work buy they.,Michelle Howard,Prove.,Pop,2009-06-16,190.0,70,2582287,English,No,Sony Music,Raymond Moore,Kim Tapia,
SP35169,List.,Samantha Butler,Happen assume.,Electronic,1998-03-24,211.0,9,13529639,English,No,Atlantic Records,Lisa Lewis,Mario Adams,
SP34706,Purpose hospital add.,Paula Clark MD,Up series.,Pop,2009-09-29,225.0,4,32843271,Korean,Yes,Sony Music,Michelle Johnson,Jessica Nelson,
SP45041,Weight certainly strong.,Daniel Mccoy,Owner.,Electronic,2013-04-05,,27,11122870,English,No,Warner Music,Todd Jones,Bridget Wilson,
SP32965,Institution debate.,Matthew Gonzalez,Hour what.,Hip-Hop,2007-11-09,281.0,43,34554569,English,Yes,Atlantic Records,Angela Hernandez,Marissa Walker,
SP44987,Not.,Edward Hawkins,Student.,Hip-Hop,2003-08-20,148.0,9,59816844,English,Yes,Def Jam,Joseph James,Nancy Mcintosh,
SP46999,Newspaper season perhaps.,Robert Martinez,Authority world.,Electronic,2021-01-30,201.0,32,43036705,Spanish,Yes,Universal Music,Colin Carlson,Dr. Sherri Reyes,Jaime Russell
SP18071,Figure soon serious.,Elizabeth Lopez,Animal.,Electronic,2014-10-03,256.0,66,17087403,English,Yes,Universal Music,Melanie Lewis,Andrew Mcdaniel,
SP49644,Condition mission local.,Nicole Hansen,Anything.,Electronic,2020-05-30,215.0,83,69975066,,No,Atlantic Records,Edward Ortiz,Mrs. Nina Vega MD,
SP35097,East sort.,Benjamin Long,Standard.,Reggae,2005-10-17,219.0,89,95863469,English,Yes,Def Jam,Olivia Stevens,Jennifer Shelton,Deborah Baird DDS
SP35992,Nice nation get.,Michael Hernandez,Short.,Pop,2005-05-09,206.0,2,7447217,English,No,Sony Music,Brandon Baker,Terry Silva,
SP29947,Technology product.,Danielle Jackson,Likely.,Pop,2018-08-31,266.0,9,21164186,English,Yes,Warner Music,Jamie White,Derek Gomez,Sarah Barber
SP19132,Save maybe stand.,Jessica Roberson,Region.,Hip-Hop,2020-08-30,288.0,85,99537572,French,No,Warner Music,Debra Gill,Joseph Bright,
SP36110,Hear power.,Kayla Bauer,Scene former.,Pop,2000-03-03,229.0,5,90220665,English,Yes,Indie,Lance Lee,Meagan Nelson,
SP16850,Notice responsibility well.,Brandon Garcia,Drive chance.,Classical,2019-09-07,334.0,13,94415501,Korean,No,Def Jam,Victoria Jones,William Osborn,James Miller
SP31836,Simply opportunity imagine.,Zachary Cooper,Often look.,Pop,2014-03-13,,84,23370973,English,No,Def Jam,Ashley Gross,Donna Campbell,
SP2507,Last.,Michelle Burnett,Step.,Electronic,2002-01-30,239.0,90,69414498,English,Yes,Indie,Alicia Williams,Meghan Chan,
SP31977,With stay hit.,Steven Wood,Always.,Electronic,2003-01-17,168.0,83,58019601,English,No,Indie,Christopher Hubbard,Joseph Reed,
SP19576,Trouble anything.,Patrick Leblanc,Success.,Electronic,2009-08-17,226.0,21,14964894,English,No,Warner Music,Todd Garcia,Pamela Hanson,
SP7696,Player level.,Alicia Phillips,Executive base.,Folk,2004-09-13,173.0,23,53709694,English,Yes,Def Jam,Gregory Brown,Sierra Murray,
SP7111,Student home study.,David Foster,Feel.,Hip-Hop,2005-10-19,240.0,48,76809046,Spanish,No,Indie,Jessica Chavez,Joshua Bell,Bernard Smith
SP36308,Two six individual.,Alyssa Dorsey,Family.,Electronic,2017-11-17,164.0,90,44145139,English,No,Universal Music,Beth Velez,Taylor Armstrong,Maria Myers
SP17930,Wonder explain why behavior.,Erica Robinson,Term authority.,Pop,2023-03-17,264.0,6,97459252,English,No,Sony Music,Andrea Anderson,Andrew Tanner,David Myers
SP29241,Stock main find.,Christopher Martinez,Foot.,Pop,2000-03-31,387.0,66,97267576,English,No,Indie,Cory Nichols,Deborah Parsons,
SP40405,Anything skin situation.,Daniel Fernandez,Nor factor.,Pop,2008-04-02,179.0,56,71850899,English,No,Indie,Andrew Woods,Justin Cisneros,Melanie Gardner
SP21235,Leader.,Mark Stewart,Professor popular.,Hip-Hop,2023-11-12,288.0,8,10159552,Korean,Yes,Atlantic Records,Stephanie Johnson,Dennis Manning,
SP36139,Party material.,John Potter,Central.,Pop,2003-12-22,272.0,10,92285518,English,Yes,Universal Music,Michelle Robertson,Larry Fry,Mary Dalton
SP31459,Woman professional if north.,Jennifer George,Win.,Hip-Hop,2004-12-01,227.0,65,50563959,English,Yes,Universal Music,Courtney Jimenez,Kristin Miller,
SP35857,Push seven.,Crystal Bryant,Edge although.,Hip-Hop,1997-07-25,231.0,46,95246396,English,No,Atlantic Records,Mrs. Dominique Fry,John Marshall,
SP35475,Base sign.,Mr. Raymond Davis,Man town.,R&B,2015-07-01,257.0,87,39325687,English,No,Atlantic Records,Tracey Freeman,Leslie Waller,
SP16378,Security at may.,Michael Ray,Important Mrs.,Electronic,2005-05-14,207.0,45,69011781,English,Yes,Sony Music,Heather Hood,Dawn Carpenter,
SP21861,You dark.,Travis Delgado,Class result.,Classical,2010-12-22,279.0,18,54896476,English,Yes,Universal Music,Michelle Lee,Cheryl Price,
SP48593,According population phone.,Tammy Guerrero,Value record.,Hip-Hop,2006-10-26,183.0,8,89784381,English,No,Def Jam,William Francis,Jeffrey Jimenez,
SP3108,Read to best else.,Cynthia Cline,Peace book.,Folk,2024-07-01,,29,71998076,English,No,Def Jam,Cynthia Mckinney,Daniel Smith,Adam Swanson
SP28191,Girl professor.,Michael Cannon,True run.,Electronic,2018-08-23,249.0,12,47139010,English,Yes,Atlantic Records,Ashley Chavez,Jeffrey Freeman,
SP33853,Himself military go.,William Cox,Day total.,Classical,1995-01-21,238.0,24,935281,English,No,Def Jam,Robin Walter,Steve Rangel,
SP23535,Social sell.,Emily Snyder,Discuss.,Folk,2020-03-01,282.0,24,95921898,English,No,Indie,Madison Ballard,Joel Williams,
SP7780,Then on.,Andrew Moore,Door.,Hip-Hop,2021-01-31,244.0,7,19371725,English,No,Def Jam,Jason Gutierrez,Jamie Jackson,
SP20613,Write look professor.,Melanie Turner,Which star.,Reggae,2006-04-04,268.0,62,18806564,English,Yes,Indie,Jennifer Coleman,Stephanie Snow,Lisa Moore
SP11852,Energy simple.,Christine Padilla,Ready his.,Jazz,2015-10-25,284.0,99,92929102,English,No,Indie,Erin Peterson,David Le,
SP2308,Degree nice perhaps.,Daniel Jones,Church.,Hip-Hop,1995-06-24,247.0,83,42269388,English,No,Sony Music,Kelly Williams,Shirley Olson,
SP20569,Child themselves.,Frank Lynch,Back begin.,Folk,2001-01-10,,85,3063887,Italian,No,Indie,Collin Hoffman,Jennifer Christensen,
SP43040,Large meet.,Antonio Smith,Where watch.,Pop,2011-08-25,282.0,100,2097430,English,Yes,Atlantic Records,Leah Wood,Morgan Thornton,
SP13412,Special fall reach.,Edward Fernandez,Final.,Electronic,2010-07-14,164.0,4,56006806,English,Yes,Sony Music,Kathleen Vaughn,Heidi Mayo,Diana Jenkins
SP22786,System size.,Jill Johnson,Stop.,Hip-Hop,2016-03-30,280.0,8,1513210,English,No,Atlantic Records,Sandra Bonilla,Rebecca Gibbs,Spencer Chavez
SP0023,Matter class specific.,Suzanne Singh,Leave.,Hip-Hop,2014-11-15,256.0,42,97729744,English,Yes,Def Jam,Stephen Lewis,Francisco Brandt,
SP24010,Side.,Ashley Perkins,Including.,Classical,2022-02-27,,98,50513227,Japanese,No,Def Jam,William Martin,Roy King,
SP31200,By hotel.,Heather Vazquez,Including.,Hip-Hop,2024-06-21,289.0,41,60594193,English,No,Def Jam,Jennifer Ayala,Michelle Miller,
SP43659,Establish mission unit.,Holly Owens,Against value.,Hip-Hop,1996-12-04,241.0,53,48969586,,No,Indie,Daniel Diaz,Sarah Terrell,Tony Sanchez
SP9395,Card street foot third.,Clayton Matthews,Experience.,Pop,2010-01-05,188.0,55,26750744,French,No,Indie,Todd Rowe,Amber Randall,
SP17236,Instead notice home thank.,Kelly Sanchez,Adult concern.,Electronic,2022-04-05,282.0,35,56456465,,No,Warner Music,Krista Woodward,Randy Singh,Tiffany Bird
SP26226,Where almost.,Mrs. Kristen Collins,Many.,Pop,2009-03-21,287.0,29,85665889,English,No,Indie,Joseph Terrell,Timothy Rivas,
SP11832,Occur.,Kyle Bernard,Relationship music.,Electronic,1995-08-29,217.0,60,26906017,Italian,Yes,Atlantic Records,Taylor Carter,William Riley,Christopher Taylor
SP24213,Team stay break.,Barbara Wagner,Across until.,Folk,1996-03-25,249.0,100,91481267,English,Yes,Def Jam,Melanie Padilla,Jessica Hardy,
SP29530,Investment relate.,Alexis Harris,Agent surface.,Electronic,1996-02-08,294.0,3,24915117,English,No,Universal Music,Christina Calhoun,Mario Blake,
SP10224,Toward country blue.,Jonathan Lopez,Mr.,Pop,2019-11-11,228.0,66,65994555,Spanish,No,Atlantic Records,Scott Gomez,Stephen Ramirez,Michelle Lopez
SP11520,Page.,Gina Wilkinson,Similar six.,Hip-Hop,2018-08-06,314.0,84,36633307,English,No,Universal Music,Carol Delgado,William Moore,Tina Ingram
SP27009,Meet major.,Debra Byrd,Everybody.,Hip-Hop,2008-10-10,277.0,75,70399792,English,Yes,Warner Music,Patrick Sampson,Adam Lozano,Mrs. Sydney Nguyen
SP29322,Soldier notice.,Kimberly Smith,Work.,Hip-Hop,2006-02-22,252.0,24,46707886,English,No,Atlantic Records,Sean Pierce,Erika Zhang,
SP5025,Development appear.,Kristina Woods,Worker.,Electronic,2005-07-09,240.0,62,44769998,English,No,Def Jam,Caroline Juarez,Steven King,
SP18560,Though radio.,Matthew Hughes,Paper theory.,Hip-Hop,2009-05-19,391.0,43,32608376,English,No,Def Jam,Meagan Martinez,Jasmine Russell,
SP47826,Pass interest third.,Thomas Hawkins,Poor data.,Hip-Hop,2005-01-14,220.0,37,25549433,,No,Universal Music,Vincent Smith,Frank Murray,Karen Brown
SP24480,Raise different.,Allen Alvarado,Part.,Hip-Hop,1995-11-08,308.0,32,76930752,English,Yes,Warner Music,Dr. Steven Glenn PhD,James Hayes,
SP40532,Yeah issue.,Lisa Brown,Threat operation.,Hip-Hop,2004-08-02,340.0,66,2153314,English,No,Indie,Michael Rogers,Lori Griffin,
SP46535,Common simple.,Mark Coleman,Already.,Electronic,2009-11-11,176.0,80,88407962,English,Yes,Universal Music,Michele Foster,Amber Walsh,
SP37991,Event morning.,Gary Brown,Easy increase.,Electronic,1999-08-26,248.0,21,77593187,English,Yes,Indie,Donald Simpson,Cindy Reese,
SP31663,High above once.,Kenneth Moore,Before.,R&B,2019-04-27,256.0,88,66186647,English,No,Def Jam,Jason Lee,John Bauer,
SP43154,Toward firm kind artist.,David Johnson,Animal need.,Reggae,1999-04-25,265.0,43,66069152,English,No,Universal Music,Joseph Taylor,Danielle Anderson,
SP5890,Head black answer.,Samantha Cox,More during.,Electronic,2010-04-22,242.0,60,15398465,English,No,Universal Music,William Scott,Pamela Rodriguez,
SP48409,Time store executive key.,Michael Serrano,Both we.,Pop,2008-10-11,172.0,58,17995480,Japanese,No,Atlantic Records,Tara Garcia,Jennifer Downs,
SP47472,Military space woman.,Edward Carney,With indeed.,Pop,1999-09-03,,91,96602181,English,Yes,Sony Music,David Pacheco,Sean Parker,
SP30206,People community.,Gregory Graham,Others.,Pop,1999-10-20,305.0,49,65937093,English,Yes,Universal Music,Brandon Ray,Matthew Kennedy,Eugene Bryant
SP11101,Win tell increase.,Julia Mitchell,Current word.,Hip-Hop,1996-04-22,182.0,93,6051089,English,No,Atlantic Records,Travis Maldonado,Kelli Ray,Donald Perkins
SP15319,Behind audience.,Tracey Reed,Guess result.,Electronic,1998-10-10,231.0,87,78439730,English,No,Warner Music,Kevin Ellis,Christopher Flores,
SP32767,Significant around adult.,Heather Garcia,Candidate.,Hip-Hop,2003-01-08,328.0,56,92862004,English,No,Universal Music,Rebecca Guerra,Joseph Baker,
SP20331,Control trade cost military.,Jon Mckay,Meeting civil.,Electronic,2016-12-10,263.0,59,73096994,English,No,Atlantic Records,Meghan Owen,Jacob Weber,Laura Davis
SP15550,Actually lot far.,Theresa Caldwell,Off.,R&B,2020-02-03,274.0,12,52743091,English,No,Universal Music,Lauren Williams,Ana Buck,Larry Calderon
SP11452,Remember should state.,Robin Ward,Front.,Electronic,2013-10-14,213.0,60,32099649,Spanish,Yes,Warner Music,Robin Bowers,Samuel Sullivan,
SP12188,Field window.,Robin Kelly,Order.,Pop,1997-08-19,192.0,57,72135406,English,No,Atlantic Records,Adrienne Kirk,Jeffery Welch,
SP46880,Region about now.,Dennis Powers,Avoid move.,Electronic,2005-07-27,217.0,88,89978231,English,No,Indie,Thomas Robinson,Shannon Williams,
SP7449,Close ability.,Shelby Carter,Your somebody.,Electronic,2017-10-15,284.0,50,55056983,English,Yes,Warner Music,Andrea Jordan,Emily Jones,
SP13413,Health city.,Victoria Villanueva,Low threat.,Electronic,2012-07-18,241.0,23,18040253,English,Yes,Atlantic Records,Scott Watts,Jennifer Hall,
SP4865,Whatever add.,Jonathan Valdez,Factor grow.,Electronic,2005-08-05,192.0,4,19113019,English,No,Indie,James Anderson,John Bell,
SP15935,Claim manager.,Andrew Flores,Result scene.,Electronic,2014-06-23,,21,55316861,English,No,Indie,Ronald Martinez,Mitchell Fischer,
SP37105,Growth nor happen.,George Long,Lawyer member.,Folk,2022-11-08,251.0,42,87334226,English,No,Atlantic Records,Lori Patton,Elizabeth Chavez,Danielle Perez
SP25080,Think authority along live.,Michael Moreno,Answer.,R&B,2023-06-30,,13,69896097,English,No,Indie,Patrick Miller,Craig Warner,
SP21766,Course vote.,Linda Williams,Throughout information.,Pop,2013-03-02,190.0,17,83545511,English,Yes,Atlantic Records,Kelly Bryant,Malik Swanson,Robert James
SP41313,System phone picture.,Gary Sharp,Bill staff.,Electronic,2007-04-20,270.0,11,36033528,Spanish,Yes,Indie,Angela Rodriguez,Michelle Wilson,
SP21335,Inside history strong.,Jennifer Ortiz,Less.,Country,2005-05-19,269.0,88,14502394,English,Yes,Indie,Justin Roman,Lisa Gilbert,Leslie Reid
SP2052,Pretty hundred.,Dylan Bass,Any I.,Hip-Hop,2016-10-12,192.0,53,95449585,English,Yes,Universal Music,Jonathan Moore,Cindy Cabrera,
SP18464,Itself certainly.,Susan Wilson,Owner.,Country,2017-12-20,252.0,74,77995437,Korean,No,Atlantic Records,Cody Williamson,Nicholas Scott,Susan Rubio
SP24192,Author use.,Christopher Watson,Much.,Pop,2009-12-23,191.0,68,67465559,English,Yes,Indie,Derek Yoder,Catherine Chang,
SP20981,Floor again oil.,Dennis Deleon,Crime.,Hip-Hop,1999-11-03,280.0,13,50220879,English,No,Indie,Kelly Russell,James Cook,
SP7398,Stay few yourself.,Nicholas Fleming,Meeting car.,Electronic,2016-12-24,280.0,54,50443073,English,Yes,Indie,Jeremy Little,Laura Tucker,
SP15479,Cold bed.,Paul Nelson,Authority.,Hip-Hop,2020-12-22,279.0,61,42620913,Japanese,Yes,Universal Music,Madeline Wallace,Kathleen Smith MD,
SP23814,Within action.,Jessica Mann,Minute.,Hip-Hop,2023-08-04,236.0,45,74914112,English,No,Def Jam,Kyle Li,Miranda Simon,David Reyes
SP42871,Protect necessary form.,Steven Warner,Simple.,Country,2002-07-18,277.0,9,98153091,English,No,Def Jam,Manuel Parker,Christine Mcguire,
SP45047,Or current billion.,Chad Hooper,If.,Hip-Hop,2016-01-14,261.0,4,3055093,Korean,Yes,Warner Music,Kevin Clarke,Patrick Larson,Jamie Smith
SP18378,Leave power know.,Erica Horton,None about.,Hip-Hop,2007-05-05,381.0,26,28102998,French,No,Warner Music,Patricia Rivera,Jason Copeland,Thomas Brown
SP8323,Thank under.,Angela Young,He.,Electronic,2016-03-09,201.0,82,56664890,English,Yes,Warner Music,Kim Ray,Jeremy Brady,
SP18657,His speak let.,Sean Castaneda,Particularly every.,Pop,2004-04-21,145.0,12,2087092,,Yes,Sony Music,Nicolas Crawford,Deborah Morrison,Courtney Parker
SP8700,Team change movement.,Thomas Davila,Face quality.,Pop,2019-08-15,227.0,33,53426422,English,No,Sony Music,Heather Lowery,Derrick Perry,
SP9230,Price but.,Frank Johns,Letter.,Reggae,2008-05-01,256.0,34,46081766,Spanish,No,Indie,Jodi Gonzalez,Wendy Smith,Nicholas Anderson
SP32432,Road image.,Jodi Rios,Deep.,Pop,2002-06-13,210.0,2,80090264,English,Yes,Atlantic Records,Kevin Wise,Justin Wilson,
SP29320,Drive charge somebody.,Selena Henderson,Summer face.,Pop,2010-11-13,264.0,19,5124313,Spanish,Yes,Indie,Andrew Hansen,Elizabeth Mejia,
SP36745,Manage occur all.,Xavier Morales,Knowledge.,Hip-Hop,2012-06-27,259.0,7,66328743,English,Yes,Indie,Paul Jackson,Michael Fitzgerald,
SP10131,All economy.,Christina Dean,Executive.,Hip-Hop,2018-03-02,232.0,22,22420404,French,No,Sony Music,Lori Ray,Crystal Martin,Michelle Bauer
SP7621,Or section Mr.,Cynthia Brown,History.,Pop,2013-07-11,267.0,17,75835555,French,Yes,Universal Music,Annette Garcia,Darren Nunez,
SP4806,Better ask.,Miguel Garcia,Race base.,Electronic,2010-11-14,250.0,87,33676667,English,Yes,Warner Music,Amy Cole,Laura Glass,
SP33191,Great she lawyer.,Miguel Ramirez,Same meet.,Pop,2016-11-13,289.0,71,10762858,Spanish,Yes,Def Jam,Don Chambers,Mrs. Rebecca Malone MD,
SP24176,Couple author cover.,Mary Pugh,Why.,Hip-Hop,2007-09-20,163.0,17,90755587,English,No,Sony Music,Sarah Flores,April Hall,Robert Tyler
SP34844,Minute she although.,Amber Farley,Allow girl.,Electronic,1999-11-17,213.0,72,4708616,English,Yes,Sony Music,Mary Knight,Samuel Jones,
SP45912,Campaign very.,Jody Hampton,Meet study.,Hip-Hop,1997-01-27,346.0,76,42659293,English,No,Sony Music,Vincent Ruiz,Monica Prince,
SP13639,Yard central.,Paige Miller,Occur treat.,Pop,2019-03-06,249.0,47,19732178,English,No,Indie,Nancy Long,Jeffrey Cruz,
SP32769,Continue effort.,Nina Santana,Above.,Pop,2015-02-19,,72,5046931,Spanish,No,Sony Music,Caleb Becker,Parker Coleman,
SP8585,Election full human.,Christopher Horton,Pass.,Hip-Hop,2004-09-17,200.0,57,89084213,English,No,Atlantic Records,Cheryl Williams,Toni Ramos,
SP8879,Cell science.,Ashley Wright,Machine full.,Hip-Hop,1995-03-16,316.0,38,83347189,Korean,Yes,Sony Music,Richard Parks,Kevin Mendez,Keith Jones
SP18357,Wear threat garden.,Christopher Reynolds,Always.,Folk,2011-02-22,327.0,95,64272169,English,No,Sony Music,Jesse Ellis,Anthony Hall,
SP26870,Father reflect.,Ariel Ortiz,Especially.,Pop,2010-02-01,275.0,75,93779912,Spanish,No,Indie,Sara Hobbs,Brianna Green,Donna Mitchell
SP45074,For treatment to.,John Nelson,Significant.,Hip-Hop,2003-05-07,175.0,87,12156730,English,No,Sony Music,Melissa Thompson,Jennifer Washington,
SP28260,Budget.,Shannon Thompson,Contain.,Hip-Hop,1996-06-09,253.0,81,80296359,Japanese,Yes,Indie,Dr. Tyler Beasley,Kristopher Ford,
SP33839,Allow require actually.,Andrew Thompson,Doctor science.,Hip-Hop,1997-10-24,224.0,93,32143262,English,Yes,Warner Music,Lisa Gibson,Brandon Evans,Kevin Allen
SP11660,History heavy enough.,Tara Barrett,Record though.,Classical,2012-01-23,223.0,60,4640783,English,Yes,Sony Music,Christine Mcmillan,Amanda Sampson,
SP21018,Man brother over.,Kevin Bernard,Student international.,Hip-Hop,2018-03-09,188.0,45,43778760,English,No,Sony Music,Todd Sharp,Sherry Henderson,
SP36657,Hit challenge.,Beth Brock,Street.,Electronic,2011-02-08,246.0,28,79013671,Spanish,No,Warner Music,Jessica Hayes,Antonio Blackwell,
SP23164,Gun factor like world.,Patricia Wells,Seven end.,Electronic,2024-08-31,273.0,3,10878114,English,Yes,Def Jam,Sue Hansen,Jeffrey Martin,Tommy Scott
SP29222,Vote gas large.,Daniel Fox,Gas agreement.,Pop,2020-11-06,208.0,48,79818516,Spanish,Yes,Def Jam,Christopher Malone,Henry Contreras,
SP25369,Try issue.,Megan Kelley,Street.,Jazz,1997-06-24,309.0,11,74764309,English,No,Warner Music,Erika Reyes,Michael Cherry,
SP0651,Them effect.,Brittany Robertson,Give.,Pop,2012-04-18,265.0,76,37374787,Spanish,Yes,Atlantic Records,Leah Jarvis,Matthew Moore,
SP47087,Whose near.,Andrea Curtis,Would once.,Pop,1995-04-28,253.0,13,56130421,English,No,Indie,James Howard,Tara Henderson,Seth Brown
SP17207,Charge understand.,Kelli Garcia,Dark far.,Pop,2019-01-30,196.0,33,40115474,English,No,Universal Music,Joseph Turner,Lawrence Riley,Sarah Ferguson
SP39870,Baby serve.,Mr. Samuel Mayer,As training.,Jazz,2003-10-13,275.0,49,83582845,French,Yes,Universal Music,Christopher Avila,Ashley Ramos MD,Kathryn Powell
SP20161,Actually myself.,Matthew Hernandez,Responsibility matter.,Hip-Hop,2015-12-23,321.0,16,86735837,English,No,Atlantic Records,Lauren Pratt,Victor Garner,
SP8424,Yes build.,Stephen Thomas,Outside.,R&B,1996-03-03,257.0,29,21947828,English,Yes,Atlantic Records,Stephanie Clark,Susan Gonzalez,
SP4397,Final goal those.,Nancy Williams,Follow notice.,Hip-Hop,2010-09-20,273.0,29,30648353,English,Yes,Sony Music,Stephen Gonzales,Lauren Long,
SP32362,Foot social.,Curtis Thompson,Despite.,Hip-Hop,2012-07-11,325.0,51,8103742,English,Yes,Def Jam,Sharon Hansen,Rebecca Edwards,
SP37463,Lead within.,Matthew Davis,Base.,Jazz,2013-11-28,308.0,29,22628692,English,No,Atlantic Records,Daniel Foster,Jennifer Gonzalez,
SP22346,Reason ahead must.,Chad Irwin,Admit increase.,Electronic,2005-12-27,230.0,11,76177591,Spanish,No,Indie,Eric Jones,Jose Erickson,
SP2440,Treatment line.,Emily Moore,Wear or.,Country,1996-07-07,176.0,35,32871885,English,Yes,Universal Music,Matthew Warren,Jack Howard,Brianna Baker
SP46372,Economic both.,Aaron Lee,Investment health.,R&B,2007-05-19,321.0,29,74914378,English,No,Sony Music,Christopher Gray,John Schmitt,
SP40896,Even.,Tyler Cox,Cause.,Classical,2004-11-01,198.0,71,59514745,Spanish,No,Indie,Cynthia Green,Emily Shaw,Justin Hudson
SP27537,Husband paper.,Anna Turner,Without until.,Electronic,2020-08-31,208.0,75,78571495,Spanish,No,Warner Music,Debra Lewis,Cynthia Cruz,
SP47595,Truth so environmental.,Hannah Williams,Baby play.,Electronic,1998-02-28,208.0,29,6692438,English,Yes,Def Jam,Scott Hall,Angela Mckenzie,Kevin Jones
SP21674,Friend arrive toward.,Travis Simmons,Enjoy.,Electronic,1998-09-19,178.0,95,39660169,English,No,Def Jam,Mrs. Joan Young,Carol Oliver,
SP37656,Miss than hold.,Cassidy Hopkins,After.,Hip-Hop,2002-07-11,189.0,29,31106760,French,No,Sony Music,Ryan French,Gregory Sandoval,
SP26877,Wall remember.,Christopher Thomas,Wind.,Electronic,2012-09-28,306.0,19,36420393,English,Yes,Universal Music,Heather Weaver,Tina Garcia,Kimberly Sosa
SP41499,Woman green race.,Jennifer Douglas,Investment even.,Hip-Hop,2018-04-11,287.0,26,12920007,English,No,Atlantic Records,Emily Moody,Bryan Zhang,
SP36313,Major sport.,Debra Pierce,Decade hear.,Pop,1994-12-22,146.0,64,2572457,English,Yes,Atlantic Records,Michael Roberts MD,Christopher Wolf,Dana Scott
SP37960,Machine wait sea.,Benjamin Cummings,Modern bank.,Electronic,2011-04-02,217.0,1,612288,English,Yes,Atlantic Records,Craig Chapman,Leah Blair,James Chase
SP36460,Spring customer.,Dana Boyd,Door.,Hip-Hop,1998-10-03,210.0,57,33148721,English,Yes,Sony Music,Michael Stephens,Kevin Rodriguez,
SP13632,City yourself want scene.,Sophia Carson,Leader.,Electronic,2002-09-17,190.0,73,97538297,English,Yes,Sony Music,Mr. Thomas Johnson,Kathleen Bell,
SP1968,Wide me.,Jennifer Oneill,Hard example.,Pop,2002-10-11,358.0,40,69808834,English,Yes,Warner Music,Steven Rodriguez,Timothy Crawford,
SP27646,Against free.,Stephanie Walters,Only cup.,Hip-Hop,1997-03-25,376.0,28,97473283,English,Yes,Atlantic Records,Eric Hines,Shelby Colon,
SP12384,You.,Mr. Nathan Obrien,Receive.,Electronic,2022-12-29,162.0,57,79555644,English,No,Def Jam,Mary Bailey,Charles Hoover,
SP16563,Campaign budget.,Alyssa James,Rich picture.,Hip-Hop,1996-10-19,198.0,71,636756,English,Yes,Atlantic Records,William Rice,Anna Caldwell,
SP22883,Difference table finish.,Scott Diaz,Well while.,Folk,2019-02-11,,87,41317019,German,Yes,Def Jam,Ashley Hunter,Holly Cooper,
SP41297,Message stay.,Stephanie Anderson,Recently.,Jazz,1996-05-25,198.0,81,43059601,,No,Indie,Christopher Serrano,Brooke Olsen,Dawn Mendoza
SP34472,Home yes training impact.,Austin Bailey,Lose drive.,Electronic,2011-11-15,252.0,100,12442697,French,Yes,Warner Music,Nathan Moreno,Joe Stewart,
SP35387,Health statement camera.,Brendan Wang,Even.,Electronic,2005-05-26,186.0,32,16247312,English,No,Def Jam,Sergio Miller,Lisa Nichols,
